Path,Label,GroupId,SourceType,Sha256,Split,OriginalPath,Diversity,VisualPath,TextLen,TextOrigin,PhysicalFormat
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\be8e9456c6b3_I0138_11C1BB9D.jpg","NO_DOCUMENTO","error-impresion-xerox","IMAGE","BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5","VALIDATION","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0138_11C1BB9D.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\BE8E9456C6B3CD399C535A48BB397D4BF7C91D9CBDC212D5438373DDEFD4B5B5.png","1759","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\94f6e14058c8_image002_94f6e14058c8.png","NO_DOCUMENTO","firma-banco","IMAGE","94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7","TRAIN","C:\RecepcionDocumental\Revisar\2026\08\25\1a03aa055f523b04\image002_94f6e14058c8.png","FIRMA","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\94F6E14058C816126DE54ADD5ABC33BE7B27923DDB132FBC9590101D1E82C8D7.png","173","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\0814c60bd510_H0008_image001.png","NO_DOCUMENTO","firma-deloitte","IMAGE","0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0008_image001.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\0814C60BD510A3E30D86D313B0DDDB0CB088B987E781388B1C942943A13D554E.png","11","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\4076445ff732_H0009_image002.jpg","NO_DOCUMENTO","firma-deloitte","IMAGE","4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2h_NoDocumento_Historico_Revision\_candidatos_locales\H0009_image002.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\4076445FF73213039D7402664EB4FC48546391227FAB11DAA3224DA874701C8C.png","55","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\0ef37a458986_42_0ef37a458986.png","NO_DOCUMENTO","flightaware-newsletter","IMAGE","0EF37A45898658CCA6C6E9A3A57946875F92E0AC0AF3C602DA2E9086380F6AE4","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\42_0ef37a458986.png","NEWSLETTER_PUBLICIDAD","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\0EF37A45898658CCA6C6E9A3A57946875F92E0AC0AF3C602DA2E9086380F6AE4.png","65","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\15ed536b42d3_35_15ed536b42d3.png","NO_DOCUMENTO","flightaware-newsletter","IMAGE","15ED536B42D37302D1DD306E1E2F9C46AA07C069EC3DE614660DA7B6ECE627C0","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\35_15ed536b42d3.png","NEWSLETTER_PUBLICIDAD","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\15ED536B42D37302D1DD306E1E2F9C46AA07C069EC3DE614660DA7B6ECE627C0.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\b6524c56c8e4_37_b6524c56c8e4.png","NO_DOCUMENTO","flightaware-newsletter","IMAGE","B6524C56C8E4C7F199F98CE0E2EBE84BEC72DA783A9E5A1DA9FC17505080F44F","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\37_b6524c56c8e4.png","NEWSLETTER_PUBLICIDAD","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\B6524C56C8E4C7F199F98CE0E2EBE84BEC72DA783A9E5A1DA9FC17505080F44F.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\d9afaf729e3d_1_d9afaf729e3d.jpeg","NO_DOCUMENTO","flightaware-newsletter","IMAGE","D9AFAF729E3D7965CE69B7DA7477640EFE7CB3725C7753E3C22305D06BF77C6B","TEST","C:\RecepcionDocumental\Revisar\2026\08\21\1a0247ac29f7c7b0\1_d9afaf729e3d.jpeg","NEWSLETTER_PUBLICIDAD","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\D9AFAF729E3D7965CE69B7DA7477640EFE7CB3725C7753E3C22305D06BF77C6B.png","0","NONE","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\74da980974a4_2013-04-29-465_74da980974a4.jpg","NO_DOCUMENTO","fotos-familiares","IMAGE","74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD","TRAIN","C:\RecepcionDocumental\Revisar\2026\08\20\1a01f6a8c7fec053\2013-04-29-465_74da980974a4.jpg","FOTOGRAFIA","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\74DA980974A41F7B871D2C47FD7A44101AB5661F1393C6FEFD5399CAA02A68DD.png","0","NONE","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\ec91de96f8a2_2012-08-24-031_ec91de96f8a2.jpg","NO_DOCUMENTO","fotos-familiares","IMAGE","EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973","TRAIN","C:\RecepcionDocumental\Revisar\2026\08\19\1a01c6ff45809cb8\2012-08-24-031_ec91de96f8a2.jpg","FOTOGRAFIA","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\EC91DE96F8A25E7EE60D3F37BF910A33AE2F346FEE43CEEEF8DFD14BB3F53973.png","0","NONE","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\966fcc7f039d_G0015_6a60f5b49e0e0_128ba41717019@sidekiq-default-84d546fbfc-g5vnq.png","NO_DOCUMENTO","mapas-viajes","IMAGE","966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0015_6a60f5b49e0e0_128ba41717019@sidekiq-default-84d546fbfc-g5vnq.mail","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\966FCC7F039D31C33FC27230D26B6EC27356D2033146FA8A4EE21461EAB0945D.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\d2b2facb91dd_G0012_map.png","NO_DOCUMENTO","mapas-viajes","IMAGE","D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0012_map.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\D2B2FACB91DDE28A9AED66FDEA2BDBD8E2FD91B94161D10F361C4040553FF392.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\f6112d3a8671_G0016_6a60d44ed1591_14225c19926a@sidekiq-default-84d546fbfc-lwrvd.png","NO_DOCUMENTO","mapas-viajes","IMAGE","F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0016_6a60d44ed1591_14225c19926a@sidekiq-default-84d546fbfc-lwrvd.mail","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4.png","0","NONE","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\131e45d3dc80_I0139_ez mac chica.png","NO_DOCUMENTO","publicidad-ezdrummer","IMAGE","131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0139_ez mac chica.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B.png","14","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\398257aa4267_G0027_1.jpg","NO_DOCUMENTO","publicidad-guia","IMAGE","398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE","VALIDATION","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0027_1.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE.png","0","NONE","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\5eac3dd71342_I0001_Launch.png","NO_DOCUMENTO","publicidad-samsung-galaxy","IMAGE","5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0001_Launch.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7.png","2686","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\dfb5d9b1fc47_G0018_inline-1.jpg","NO_DOCUMENTO","publicidad-websupergoo","IMAGE","DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0018_inline-1.jpg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3.png","17","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\2d246a265175_image001_2d246a265175.png","OTRO_DOCUMENTO","comprobante-pago-bancario","IMAGE","2D246A2651752808442383D814C806437999B4C22FD2E77D18BEDAF2AC6786AB","TEST","C:\RecepcionDocumental\Revisar\2026\08\25\1a03aa055f523b04\image001_2d246a265175.png","COMPROBANTE_PAGO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\2D246A2651752808442383D814C806437999B4C22FD2E77D18BEDAF2AC6786AB.png","121","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\2cdc2802080a_Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","OTRO_DOCUMENTO","credencial","PDF","2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA","TRAIN","C:\RecepcionDocumental\Revisar\2026\08\19\1a01c6ff45809cb8\Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","CREDENCIAL","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA.png","754","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\999fbf2c511b_Orden de Compra_999fbf2c511b.pdf","OTRO_DOCUMENTO","orden-compra","PDF","999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4","VALIDATION","C:\RecepcionDocumental\Revisar\2026\08\19\1a01c6ff45809cb8\Orden de Compra_999fbf2c511b.pdf","ORDEN_COMPRA","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4.png","580","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\7d6906456fd8_G0022_IMG_1238.jpg","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","IMAGE","7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0022_IMG_1238.jpeg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75.png","235","OCR","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\ad4f901a339b_G0019_image005.png","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","IMAGE","AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0019_image005.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D.png","156","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\da7db0602230_G0023_IMG_1239.jpg","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","IMAGE","DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0023_IMG_1239.jpeg","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97.png","0","NONE","JPEG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\3e354c1e6a7c_I0031_image.png","OTRO_DOCUMENTO","otro-captura-monotributo-pago","IMAGE","3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0031_image.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78.png","193","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\50d0a84325cd_G0008_image003.png","OTRO_DOCUMENTO","otro-captura-ticket-acceso","IMAGE","50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2f_NoDocumento_Revision\_candidatos_locales\G0008_image003.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97.png","682","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\02523b356aec_I0154_Sillon.png","OTRO_DOCUMENTO","otro-confirmacion-compra-web","IMAGE","02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0154_Sillon.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28.png","325","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\af9e13927bd6_Z001023242882.pdf","OTRO_DOCUMENTO","otro-correo-reenvio-factura","PDF","AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023242882\Z001023242882.pdf","CORREO_REENVIO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A.png","3969","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\70943a213a86_Z001023242889.pdf","OTRO_DOCUMENTO","otro-impuesto-inmobiliario-rawson","PDF","70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA","TEST","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023242889\Z001023242889.pdf","IMPUESTO_INMOBILIARIO","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA.png","1739","OCR","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\28fcc8808b0d_Z001023243169.pdf","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","PDF","28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243169\Z001023243169.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5.png","10417","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\ca4b144974cd_Z001023243171.pdf","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","PDF","CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243171\Z001023243171.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8.png","9920","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\40d282afe845_I0122_image017.png","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","IMAGE","40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0122_image017.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4.png","182","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\675f30d09450_I0118_image013.png","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","IMAGE","675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0118_image013.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3.png","439","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\9b103db594c0_I0107_image003.png","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","IMAGE","9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F","TRAIN","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\H1D3A2i_Imagenes_Historicas_Revision\_candidatos_locales\I0107_image003.png","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F.png","649","OCR","PNG"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","OTRO_DOCUMENTO","otro-nota-credito-electronica-edi-00002-00000001","PDF","6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3","TRAIN","C:\RecepcionDocumental\Revisar\2026\08\19\1a01c6ff45809cb8\NC_00002_00000001_af0c85980129.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3.png","1730","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\1c4db25aac0a_Z001023243325.pdf","OTRO_DOCUMENTO","otro-nota-credito-fiel","PDF","1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601","TRAIN","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243325\Z001023243325.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601.png","864","MDOC","PDF"
"C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\382662294b57_Z001023243380.pdf","OTRO_DOCUMENTO","otro-recibo-c","PDF","382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49","VALIDATION","C:\temp\Pruebas\Facturas\_Extraidas\20260826-113613-1eb93599\Documentos\Z001023243380\Z001023243380.pdf","REVIEWED_BATCH","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D4A\assets\visual\382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49.png","3825","MDOC","PDF"
