Sha256,GroupId,LabelOriginal,LabelBinario,SourceType,CorpusPath,VisualAssetPath,Width,Height,Method,Dpi
"5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7","publicidad-samsung-galaxy","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\5eac3dd71342_I0001_Launch.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7.png","650","8489","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3","publicidad-websupergoo","NO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\NO_DOCUMENTO\dfb5d9b1fc47_G0018_inline-1.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3.png","600","255","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA","credencial","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\2cdc2802080a_Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA.png","2479","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4","orden-compra","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\999fbf2c511b_Orden de Compra_999fbf2c511b.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4.png","2480","3507","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\7d6906456fd8_G0022_IMG_1238.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75.png","1576","2100","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\ad4f901a339b_G0019_image005.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D.png","813","639","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\da7db0602230_G0023_IMG_1239.jpg","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97.png","4284","5712","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78","otro-captura-monotributo-pago","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\3e354c1e6a7c_I0031_image.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78.png","720","1600","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97","otro-captura-ticket-acceso","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\50d0a84325cd_G0008_image003.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97.png","1036","625","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28","otro-confirmacion-compra-web","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\02523b356aec_I0154_Sillon.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28.png","1280","1024","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A","otro-correo-reenvio-factura","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\af9e13927bd6_Z001023242882.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A.png","2480","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA","otro-impuesto-inmobiliario-rawson","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\70943a213a86_Z001023242889.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA.png","3541","4875","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\28fcc8808b0d_Z001023243169.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5.png","2479","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8","otro-instruccion-transferencia-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\ca4b144974cd_Z001023243171.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8.png","2479","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\40d282afe845_I0122_image017.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4.png","790","440","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\675f30d09450_I0118_image013.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3.png","797","399","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\9b103db594c0_I0107_image003.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F.png","820","509","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3","otro-nota-credito-electronica-edi-00002-00000001","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3.png","2479","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601","otro-nota-credito-fiel","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\1c4db25aac0a_Z001023243325.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601.png","2479","3504","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49","otro-recibo-c","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\382662294b57_Z001023243380.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49.png","2479","3508","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\4c4a524f6c4f_H0022_cabify-sale-ARG25JS1386194.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3.png","1240","1748","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\d86f134415a0_H0020_cabify-sale-ARG25JS1394537.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94.png","1240","1748","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\4cb36b9488ed_746omar-silverii_edi-sa-comRESDIA201620261635_4cb36b9488ed.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587.png","2550","3299","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","NO_FACTURA","PDF","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\720d554e1ce7_H0001_676omar-silverii_edi-sa-comRESDIA281820251842.pdf","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51.png","2550","3299","PDFTOIMAGE_FIRST_PAGE_300_DPI_NO_CROP","300"
"83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0","otro-resumen-tarjeta-visa","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\83c37b5c6e92_G0017_image003.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0.png","870","374","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
"35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1","otro-ticket-servicio-cold","OTRO_DOCUMENTO","NO_FACTURA","IMAGE","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\Corpus\OTRO_DOCUMENTO\35784f288939_I0021_image004.png","C:\Users\omard\source\repos\RecepcionDocumental\RecepcionDocumental\tools\DocumentAiProbe\experiments\H1D9B\assets\35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1.png","1138","576","SYSTEM_DRAWING_EXIF_ORIENTED_PNG_NO_CROP",""
