CandidateId,Sha256,FileName,FamilyId,Split,HeaderOcrConfidence,HeaderSource,VisualReferenceType,VisualReferenceLabel,VisualReferenceObservation,VisualReferenceIsGroundTruth,QrLabels,CanonicalTitleTypes,CanonicalTitleEvidence,SemanticCueTypes,DeterministicDecision,ResolutionReason,GateReason,DecisionEvidence,Residual,ResidualDiagnosticGroup,SemanticNeed,EvidenceGap,VisualReferenceBinaryAgreement,D2Decision,D2ResolutionReason,FusionSignalDecision,FusionSignalReason,FusionEvidence,FiscalAnchors,D3Promoted,D3Decision,D3ResolutionReason,D3Residual,D3PromotionVisualReferenceAgreement
R000127,20B544DC3592067EB9B4670C527A8CDE245286CCF376D0F414A46958E219053D,Z001023306781.pdf,F-960EB424FA8B0719AED9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000075,2FF2E066C974DC58D1F1E6778660C08F00D4A488FBF067E0C9C7B7FF7B694FD9,Z001023321188.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.9,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000131,05EF053E651D91BD90ADA834671A1E38538785AE827F54441ED8A5BE0D7A38D5,Z001023283692.pdf,F-27B6C8ED635A73689597,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando/gestionando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000031,47F349058901A6672857945C6D64DA7C5FA306A695E591409BD3F4BB6D2AB493,Z001023321595.pdf,F-960EB424FA8B0719AED9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud/gestión de transferencia.,False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000142,988AA2F112F7E2DD5A23BB19FBC74237D2EA18263A36E12007C19FEDB140C4F7,Z001023467601.pdf,F-E7F2B2E511B8C79BA8FD,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""DELMESDEDICIEMBREDELASUCESCOBARDADOQUENOHANFACTURADO"", ""OriginalLine"": ""del mes de Diciembre de la Suc. Escobar . Dado que no han facturado."", ""LineNumber"": 11, ""Position"": 43, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,del mes de Diciembre de la Suc. Escobar . Dado que no han facturado.,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000016,F0890A0F57FAD278E98ECA684AF5AFD773B52999C7296A4372345F0140A9AA3D,Z001023398888.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.93,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud de transferencia por complemento de depósito en garantía.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,,,NO_DECISION,,,,IVA,False,,NO_DECISION,True,
R000060,C7125FE0EFE8E1B2FF91062ABF5176DF1B0627D33DC11DF8DB5BD71B22800D9A,Z001023467589.pdf,F-B86657285D2E02D7DC97,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""DELMESDENOVIEMBREDELASUCESCOBARDADOQUENOHANFACTURADO"", ""OriginalLine"": ""del mes de Noviembre de la Suc. Escobar . Dado que no han facturado."", ""LineNumber"": 14, ""Position"": 43, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,del mes de Noviembre de la Suc. Escobar . Dado que no han facturado.,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000002,27BB3486888A0FD9EB49AB34CCAD8DC64D9DBA4526BE1905FC3E4033AB10E4EA,Z001023243759.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo/orden de pago de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,IVA,False,,NO_DECISION,True,
R000044,18FEACDE4C4BC3186A35471632ADCC16CE8B5003E33AB4DD3E2B5F753C965052,Z001023321589.pdf,F-960EB424FA8B0719AED9,DEVELOPMENT,0.91,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud/gestión de transferencia.,False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000012,838BDD3491B67E2E7A98FAF41EE394F622A0A3C6E67F48909DF591C1015D861A,Z001023243739.pdf,F-61026D7E009155EC542D,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000134,8469C1DC30FA68ACF9AB761890C24E46FFE9EC17A4D94BB19C855CF91D165413,Z001023398889.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000001,B8992F725C23EFF6C42C9D6177B1284854ECEFAD3E2F85CA1CFB642ED063AB4F,Z001023266257.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.91,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito sobre factura de alquiler.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILERSUCURSALPOSADAS014559MASSELLOS"", ""OriginalLine"": ""Asunto: RV: FACTURA ALQUILER SUCURSAL POSADAS 014559 mas sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: FACTURA ALQUILER SUCURSAL POSADAS 014559 mas sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000089,56BB74D44FEE9977F67BA86E18AF61311FF1CAB321C0D5F72FF02BDEB00C4D5D,Z001023283738.pdf,F-64EB6BA0F755E2ABECA2,DEVELOPMENT,0.93,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTOPAGODEALQUILERESSINFACTURAPROV7094SUCCHOELECHOEL"", ""OriginalLine"": ""Asunto: PAGO DE ALQUILERES SIN FACTURA PROV 7094 - SUC, CHOELE CHOEL"", ""LineNumber"": 8, ""Position"": 25, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,"Asunto: PAGO DE ALQUILERES SIN FACTURA PROV 7094 - SUC, CHOELE CHOEL",True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000023,92A207627B7BBB6C591EC6967230F6486D1AD13FAE5E5DD797C7EA38FE3A7ECA,Z001023243460.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.9,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000026,DF756AB6DA1AD4751608DDF38FAD14F8AC3E184CFB5A3D03549A9E9F60DD829D,Z001023267458.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.9,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILERENERO2025002824MASSELLOS"", ""OriginalLine"": ""Asunto: RV: Factura alquiler Enero 2025 002824 mas sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: Factura alquiler Enero 2025 002824 mas sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000105,34FD397015B7DCB9CE1111F8F24E1C76439E879CD7631F90AEB8F94B17559EB0,Z001023321107.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.91,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURA005384SELLOS"", ""OriginalLine"": ""Asunto: RV: factura 005384 + sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: factura 005384 + sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000034,E0B64F87458FA906B275EC3715290322CC3DE49C5EEA5C0518D66E2DB93D0A5C,Z001023284779.pdf,F-1794A36B305A056A7A4A,DEVELOPMENT_DIAGNOSTIC,0.93,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTOPAGODEALQUILERESSINFACTURADIFERENCIADICIEMBRE2024"", ""OriginalLine"": ""Asunto: PAGO DE ALQUILERES SIN FACTURA DIFERENCIA DICIEMBRE 2024"", ""LineNumber"": 6, ""Position"": 25, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: PAGO DE ALQUILERES SIN FACTURA DIFERENCIA DICIEMBRE 2024,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000073,3232DDF4B4915E9F40D395AC61F63126227AC9225AA9518E6A476E614D19884E,Z001023266250.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.86,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURADEALQUILERDEENERO016595MASSELLOS"", ""OriginalLine"": ""Asunto: RV: factura de alquiler de Enero 016595 MAS SELLOS"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: factura de alquiler de Enero 016595 MAS SELLOS,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000040,C0A98883504ED896EE65F0BAB17913181343E3B060353F1B69E7616F48A1C3D0,Z001023243464.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.89,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000121,A12C2363915C402DE302B9049B009E954DCBBC1F91A607F7BCC495645CF16CCC,Z001023283703.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.85,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando/gestionando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILER009502MASSELLLOS"", ""OriginalLine"": ""Asunto: RV: Factura Alquiler 009502 mas selllos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: Factura Alquiler 009502 mas selllos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION_SECONDARY_FACTURA,,,,,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000018,A159E0211AD1EF740AABE80F6400A6BFCF63A683B24530D29E04ABA953327251,Z001023243466.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.87,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000036,E9BBA26952C3730263E9120FEC269F1F2D732652F7A2F2FE8677925273A01F02,Z001023243465.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.87,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000053,45D4988123345CD8C4685E0739B35536C62D140299339630F78B4C0AF6E75ABF,Z001023423100.pdf,F-76BECA982E9C650DBE47,DEVELOPMENT,0.79,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Documento/nota municipal, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000113,95735C704A056C5262DA20FE7E758F87FD840321023B07DBA3F31DBE3EC81B32,Z001023283734.pdf,F-E7D8FECE9F7765A9F440,DEVELOPMENT,0.86,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Liquidación/comprobante de servicios públicos, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""FACTURAPORLOSSERVICIOSMENSUALESDEAGUAYCLOACAENSOPORTE"", ""OriginalLine"": ""factura por los servicios mensuales de agua y cloaca en soporte"", ""LineNumber"": 52, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_WITHOUT_STRONG_TITLE_STRUCTURE,factura por los servicios mensuales de agua y cloaca en soporte,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|IVA|ING_BRUTOS|TOTAL,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000078,5519076051D460ACDE095061FBDAEA6082C4FAABC0D0520FABC285A4E2DF989F,Z001023242451.pdf,F-D7BAFC83632CD5080073,DEVELOPMENT_DIAGNOSTIC,0.89,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Nota/certificación bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000119,6635042CEF9293D601A8C5B62805D67F0FB7472C62F5EAB58608269DA95930B1,Z001023467623.pdf,F-9A345E41A2F2DBA5BBF2,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Liquidación de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION,,,,CUIT|IVA,False,,NO_DECISION,True,
R000109,A9CDFAC58D90A54DD068ED8952E180624EFF9AF8E7710BECC757CF616B22C492,Z001023435544.pdf,F-CF5BF2182A5A897F30A5,DEVELOPMENT,0.83,H1D10B_TEXT_ZIP,RECIBO,OTRO_DOCUMENTO,Comprobante/recibo municipal.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000092,0F9246AC42EC24CE74596A53393B3137E04A75F4B1EC270ED3217F470D822C10,Z001023435625.pdf,F-081FC9EB676EDCF74520,DEVELOPMENT,0.84,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Certificación/comprobante municipal, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""PLANILLADISCRIMINATIVADESERVICIOSDEPOLICIAADICIONALYFACTURACELECTRONICA"", ""OriginalLine"": ""Planilla Discriminativa de Servicios de Policía Adicional y Factura “C” electrónica,"", ""LineNumber"": 19, ""Position"": 52, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,"Planilla Discriminativa de Servicios de Policía Adicional y Factura “C” electrónica,",True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION_SECONDARY_FACTURA,,,,IVA,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000140,B3113D190773FBBD65962BAFBED3850DA90037CDB78B067D8E3DC4D3C8E67A65,Z001023350341.pdf,F-DBF395AB1DF40810E701,DEVELOPMENT,0.84,H1D10B_TEXT_ZIP,COMPROBANTE_BANCARIO,OTRO_DOCUMENTO,Solicitud/boleta de depósito para servicio adicional.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,STRUCTURED_BANK_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Reconocer estructura/intención de depósito o comprobante bancario sin depender de un título fiscal conocido.,,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000069,9DEFF370610668A672B5743E1D56640197DD73C29661C593A4E07656610312BE,Z001023410319.pdf,F-4A9DE0BA25B0F77E802F,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,RECIBO,OTRO_DOCUMENTO,Tickets/recibos fiscales escaneados.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",,,NO_DECISION,,,,,False,,NO_DECISION,True,
R000048,576B8F132C0E88EBDAE42BE903FF9786177F4D737C93B63D8869C4627462B461,Z001023397946.pdf,F-17EDEDC266F087E00DD9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Formulario/constancia Swiss Medical, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""PERIODOFACTURADOVENCIMIENTOFACTURA"", ""OriginalLine"": ""Periodo Facturado Vencimiento Factura"", ""LineNumber"": 36, ""Position"": 7, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,Periodo Facturado Vencimiento Factura,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,,,NO_DECISION_SECONDARY_FACTURA,,,,CUIT|ING_BRUTOS|ISSUE_DATE|TOTAL,False,,NO_DECISION_SECONDARY_FACTURA,True,
R000110,A4BC0FFF6264A49C7F26DEF70AB61CDA387F7A8DEB559C014AD44C254DC1F24F,Z001023321182.pdf,F-528195517181358E7E77,DEVELOPMENT,0.84,H1D10B_TEXT_ZIP,IMPUESTO_BOLETA,OTRO_DOCUMENTO,Boleta/cupón municipal de pago.,False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,STRUCTURED_TAX_OR_PAYMENT_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Reconocer boleta/cupón de pago como documento no factura mediante semántica o estructura documental.,,,NO_DECISION,,,,CUIT,False,,NO_DECISION,True,
