RecordType,Variant,Fold,Filename,GroupId,Label,Probability,Prediction,Accuracy,FacturaPrecision,FacturaRecall,FacturaF1,OtroPrecision,OtroRecall,OtroF1,MacroF1,TP,TN,FP,FN
"OOF","D_HYBRID_FISCAL","0","4cb36b9488ed_746omar-silverii_edi-sa-comRESDIA201620261635_4cb36b9488ed.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.510925","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","0","720d554e1ce7_H0001_676omar-silverii_edi-sa-comRESDIA281820251842.pdf","otro-resumen-operaciones-banco-comafi","OTRO_DOCUMENTO","0.326526","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","73938d63a261_J0002_QUIROGA_LUISINA_BELEN_CB_96-033-185-889_2016-02-01_2016-03-31_2026-08-05_0.pdf","factura-avon-a-impresa","FACTURA","0.933860","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","94a5bb490143_I0132_246C4E4A.jpg","factura-avon-a-impresa","FACTURA","0.138892","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","b7004863aed5_Z001023243369.pdf","factura-familia-excell","FACTURA","0.137901","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","d165fb62e80f_Z001023243377.pdf","factura-familia-manantial","FACTURA","0.154418","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","2cdc2802080a_Credencial_23175875379 (202509) (1)_5b2f530cb3de.pdf","credencial","OTRO_DOCUMENTO","0.163112","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","02523b356aec_I0154_Sillon.png","otro-confirmacion-compra-web","OTRO_DOCUMENTO","0.122346","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","1","382662294b57_Z001023243380.pdf","otro-recibo-c","OTRO_DOCUMENTO","0.997236","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","c177cd77baa5_Z001023242796.pdf","factura-familia-inmuebles-fce","FACTURA","0.252253","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","681d494d1eab_Z001023243384.pdf","factura-familia-servicios-inmobiliarios","FACTURA","0.425492","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","4c4a524f6c4f_H0022_cabify-sale-ARG25JS1386194.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.279412","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","d86f134415a0_H0020_cabify-sale-ARG25JS1394537.pdf","otro-resumen-costo-trayecto-cabify","OTRO_DOCUMENTO","0.335663","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","83c37b5c6e92_G0017_image003.png","otro-resumen-tarjeta-visa","OTRO_DOCUMENTO","0.334110","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","2","35784f288939_I0021_image004.png","otro-ticket-servicio-cold","OTRO_DOCUMENTO","0.137877","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","3","b68674f3b939_Z001023243327.pdf","factura-familia-vitalis","FACTURA","0.333024","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","3","5e8dd1b162cd_J0005_EDMS_7142_7140_ZB2B_001_05003_00036969_70001729_70001729.pdf","factura-logistica-la-serenisima-zb2b","FACTURA","0.421075","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","3","50d0a84325cd_G0008_image003.png","otro-captura-ticket-acceso","OTRO_DOCUMENTO","0.204123","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","3","af9e13927bd6_Z001023242882.pdf","otro-correo-reenvio-factura","OTRO_DOCUMENTO","0.533627","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","3","6db7ad704b49_NC_00002_00000001_af0c85980129.pdf","otro-nota-credito-electronica-edi-00002-00000001","OTRO_DOCUMENTO","0.884282","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","2d43b3648b73_Z001023243329.pdf","factura-familia-branding-merchandising","FACTURA","0.488188","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","a75839ae32a6_Z001023243181.pdf","factura-familia-pediatrics","FACTURA","0.501148","FACTURA","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","7d6906456fd8_G0022_IMG_1238.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.306967","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","ad4f901a339b_G0019_image005.png","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.398252","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","da7db0602230_G0023_IMG_1239.jpg","otro-aviso-cheque-rechazado-banco-patagonia","OTRO_DOCUMENTO","0.372842","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","40d282afe845_I0122_image017.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.328902","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","675f30d09450_I0118_image013.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.304063","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","9b103db594c0_I0107_image003.png","otro-liquidaciones-comercios-banco-patagonia","OTRO_DOCUMENTO","0.427681","OTRO_DOCUMENTO","","","","","","","","","","","",""
"OOF","D_HYBRID_FISCAL","4","1c4db25aac0a_Z001023243325.pdf","otro-nota-credito-fiel","OTRO_DOCUMENTO","0.480650","OTRO_DOCUMENTO","","","","","","","","","","","",""
