CandidateId,Sha256,FileName,FamilyId,Split,HeaderOcrConfidence,HeaderSource,VisualReferenceType,VisualReferenceLabel,VisualReferenceObservation,VisualReferenceIsGroundTruth,QrLabels,CanonicalTitleTypes,CanonicalTitleEvidence,SemanticCueTypes,DeterministicDecision,ResolutionReason,GateReason,DecisionEvidence,Residual,ResidualDiagnosticGroup,SemanticNeed,EvidenceGap,VisualReferenceBinaryAgreement
R000131,05EF053E651D91BD90ADA834671A1E38538785AE827F54441ED8A5BE0D7A38D5,Z001023283692.pdf,F-27B6C8ED635A73689597,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando/gestionando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000031,47F349058901A6672857945C6D64DA7C5FA306A695E591409BD3F4BB6D2AB493,Z001023321595.pdf,F-960EB424FA8B0719AED9,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud/gestión de transferencia.,False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,
R000142,988AA2F112F7E2DD5A23BB19FBC74237D2EA18263A36E12007C19FEDB140C4F7,Z001023467601.pdf,F-E7F2B2E511B8C79BA8FD,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""DELMESDEDICIEMBREDELASUCESCOBARDADOQUENOHANFACTURADO"", ""OriginalLine"": ""del mes de Diciembre de la Suc. Escobar . Dado que no han facturado."", ""LineNumber"": 11, ""Position"": 43, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,del mes de Diciembre de la Suc. Escobar . Dado que no han facturado.,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000016,F0890A0F57FAD278E98ECA684AF5AFD773B52999C7296A4372345F0140A9AA3D,Z001023398888.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.93,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud de transferencia por complemento de depósito en garantía.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,
R000060,C7125FE0EFE8E1B2FF91062ABF5176DF1B0627D33DC11DF8DB5BD71B22800D9A,Z001023467589.pdf,F-B86657285D2E02D7DC97,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""DELMESDENOVIEMBREDELASUCESCOBARDADOQUENOHANFACTURADO"", ""OriginalLine"": ""del mes de Noviembre de la Suc. Escobar . Dado que no han facturado."", ""LineNumber"": 14, ""Position"": 43, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_NOT_IN_TITLE_POSITION,del mes de Noviembre de la Suc. Escobar . Dado que no han facturado.,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000002,27BB3486888A0FD9EB49AB34CCAD8DC64D9DBA4526BE1905FC3E4033AB10E4EA,Z001023243759.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.94,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo/orden de pago de expensas.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000044,18FEACDE4C4BC3186A35471632ADCC16CE8B5003E33AB4DD3E2B5F753C965052,Z001023321589.pdf,F-960EB424FA8B0719AED9,DEVELOPMENT,0.91,H1D10B_TEXT_ZIP,TRANSFERENCIA_ANTICIPO,OTRO_DOCUMENTO,Solicitud/gestión de transferencia.,False,,,[],TRANSFERENCIA_ANTICIPO,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_TRANSFERENCIA_ANTICIPO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,Comprender intención/contexto de transferencia o anticipo; la mención textual no es un título documental fiscal.,
R000012,838BDD3491B67E2E7A98FAF41EE394F622A0A3C6E67F48909DF591C1015D861A,Z001023243739.pdf,F-61026D7E009155EC542D,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000045,4331677C50533FF143E83D223EC0FD2B1053D3A9F3AA530DD1050B24A0C86D82,Z001023467543.pdf,F-1D6D6033F0F605D0F577,DEVELOPMENT,0.9,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura Veolia.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""FACTURAA0001100020156"", ""OriginalLine"": ""Factura A00011-00020156"", ""LineNumber"": 27, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,FACTURA,FACTURA_TITLE_ONLY_STRONG_POSITIONAL,EXPLICIT_IDENTIFIER_SAME_LINE,Factura A00011-00020156,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000124,ED53561E1882BBAC24EDA64BC8D04EE1EAC850860E789B28BA5FBD5B0FC1AA07,Z001023351248.pdf,F-9774CBC39ED70F737AE1,DEVELOPMENT,0.86,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Claro.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTADECREDITO"", ""CanonicalLine"": ""ANOTADECREDITON0070A00022469"", ""OriginalLine"": ""A Nota de Crédito N* 0070A00022469"", ""LineNumber"": 7, ""Position"": 1, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,A Nota de Crédito N* 0070A00022469,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000134,8469C1DC30FA68ACF9AB761890C24E46FFE9EC17A4D94BB19C855CF91D165413,Z001023398889.pdf,F-2E0495C4CFFDB5F65834,DEVELOPMENT,0.92,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000001,B8992F725C23EFF6C42C9D6177B1284854ECEFAD3E2F85CA1CFB642ED063AB4F,Z001023266257.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.91,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito sobre factura de alquiler.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILERSUCURSALPOSADAS014559MASSELLOS"", ""OriginalLine"": ""Asunto: RV: FACTURA ALQUILER SUCURSAL POSADAS 014559 mas sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: FACTURA ALQUILER SUCURSAL POSADAS 014559 mas sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000089,56BB74D44FEE9977F67BA86E18AF61311FF1CAB321C0D5F72FF02BDEB00C4D5D,Z001023283738.pdf,F-64EB6BA0F755E2ABECA2,DEVELOPMENT,0.93,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTOPAGODEALQUILERESSINFACTURAPROV7094SUCCHOELECHOEL"", ""OriginalLine"": ""Asunto: PAGO DE ALQUILERES SIN FACTURA PROV 7094 - SUC, CHOELE CHOEL"", ""LineNumber"": 8, ""Position"": 25, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,"Asunto: PAGO DE ALQUILERES SIN FACTURA PROV 7094 - SUC, CHOELE CHOEL",True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000023,92A207627B7BBB6C591EC6967230F6486D1AD13FAE5E5DD797C7EA38FE3A7ECA,Z001023243460.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.9,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000026,DF756AB6DA1AD4751608DDF38FAD14F8AC3E184CFB5A3D03549A9E9F60DD829D,Z001023267458.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.9,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILERENERO2025002824MASSELLOS"", ""OriginalLine"": ""Asunto: RV: Factura alquiler Enero 2025 002824 mas sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: Factura alquiler Enero 2025 002824 mas sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000105,34FD397015B7DCB9CE1111F8F24E1C76439E879CD7631F90AEB8F94B17559EB0,Z001023321107.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.91,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURA005384SELLOS"", ""OriginalLine"": ""Asunto: RV: factura 005384 + sellos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: factura 005384 + sellos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000034,E0B64F87458FA906B275EC3715290322CC3DE49C5EEA5C0518D66E2DB93D0A5C,Z001023284779.pdf,F-1794A36B305A056A7A4A,DEVELOPMENT_DIAGNOSTIC,0.93,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTOPAGODEALQUILERESSINFACTURADIFERENCIADICIEMBRE2024"", ""OriginalLine"": ""Asunto: PAGO DE ALQUILERES SIN FACTURA DIFERENCIA DICIEMBRE 2024"", ""LineNumber"": 6, ""Position"": 25, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: PAGO DE ALQUILERES SIN FACTURA DIFERENCIA DICIEMBRE 2024,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000073,3232DDF4B4915E9F40D395AC61F63126227AC9225AA9518E6A476E614D19884E,Z001023266250.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.86,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURADEALQUILERDEENERO016595MASSELLOS"", ""OriginalLine"": ""Asunto: RV: factura de alquiler de Enero 016595 MAS SELLOS"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: factura de alquiler de Enero 016595 MAS SELLOS,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000040,C0A98883504ED896EE65F0BAB17913181343E3B060353F1B69E7616F48A1C3D0,Z001023243464.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.89,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Correo/gestión bancaria, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000121,A12C2363915C402DE302B9049B009E954DCBBC1F91A607F7BCC495645CF16CCC,Z001023283703.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.85,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando/gestionando nota de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ASUNTORVFACTURAALQUILER009502MASSELLLOS"", ""OriginalLine"": ""Asunto: RV: Factura Alquiler 009502 mas selllos"", ""LineNumber"": 7, ""Position"": 8, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,SECONDARY_MENTION_MARKER,Asunto: RV: Factura Alquiler 009502 mas selllos,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000150,3386DE12204913FB9BF2712AFA8F18E749DBCB774830853DC5DEDAD17C572581,Z001023351362.pdf,F-EB5C26F55A2E8B8B5E1B,DEVELOPMENT,0.87,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura Telecom.,False,,NOTA_DEBITO|FACTURA,"[{""DocumentType"": ""NOTA_DEBITO"", ""Alias"": ""NOTADEDEBITO"", ""CanonicalLine"": ""NOTADEDEBITON047100107857"", ""OriginalLine"": ""Nota de Débito N*: 0471-00107857"", ""LineNumber"": 41, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}, {""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""ACUERDODEFACTURACION48993"", ""OriginalLine"": ""Acuerdo de Facturación 48993"", ""LineNumber"": 48, ""Position"": 9, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota de Débito N*: 0471-00107857,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,False
R000018,A159E0211AD1EF740AABE80F6400A6BFCF63A683B24530D29E04ABA953327251,Z001023243466.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.87,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000036,E9BBA26952C3730263E9120FEC269F1F2D732652F7A2F2FE8677925273A01F02,Z001023243465.pdf,F-F47B73E9F9F7F5973BEB,DEVELOPMENT_DIAGNOSTIC,0.87,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,Correo solicitando nota de crédito.,False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,SEMANTIC_CORREO_ADMINISTRATIVO,LIKELY_SEMANTIC_LANGUAGE_CONTEXT,"Distinguir la intención administrativa del correo/gestión de menciones secundarias a facturas, pagos o notas de crédito.",
R000053,45D4988123345CD8C4685E0739B35536C62D140299339630F78B4C0AF6E75ABF,Z001023423100.pdf,F-76BECA982E9C650DBE47,DEVELOPMENT,0.79,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Documento/nota municipal, no factura.",False,,,[],,,NO_DECISION,NOT_APPLICABLE,,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,
R000137,86C678C7F385714269F42E69A8DBB7CF3E1DD7DC25C93C12606893609B093A14,Z001023384928.pdf,F-19E3E2219E79C363F63F,DEVELOPMENT,0.89,H1D10B_TEXT_ZIP,NOTA_DEBITO,OTRO_DOCUMENTO,Nota de débito electrónica MiPyME.,False,,NOTA_DEBITO,"[{""DocumentType"": ""NOTA_DEBITO"", ""Alias"": ""NOTADEDEBITO"", ""CanonicalLine"": ""NOTADEDEBITOELECTRONICAMIPYMEFCE"", ""OriginalLine"": ""NOTA DE DÉBITO ELECTRÓNICA MiPyME (FCE)"", ""LineNumber"": 17, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,NOTA DE DÉBITO ELECTRÓNICA MiPyME (FCE),False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000052,F77E3E296A654ADC3AD8647D1D43D395A6D523520BA08AD5D5634D3B4D28BDB1,Z001023336685.pdf,F-64920D3701B1A613ABDC,DEVELOPMENT_DIAGNOSTIC,0.86,H1D10B_TEXT_ZIP,FACTURA,FACTURA,Factura de crédito.,False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""FACTURADECREDITO"", ""OriginalLine"": ""FACTURA DE CREDITO"", ""LineNumber"": 1, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_WITHOUT_STRONG_TITLE_STRUCTURE,FACTURA DE CREDITO,True,KNOWN_FISCAL_OR_RECEIPT_EVIDENCE_GAP,DETERMINISTIC_EVIDENCE_GAP_FIRST,"Antes de semántica, fusionar mejor título OCR, estructura fiscal y texto principal; el gate actual no tiene evidencia fuerte suficiente.",
R000043,E59B88AE49EE8B9709A84DD8CC1BF15D2DD13EB799DA810B18DFAA9FB7ACD59F,Z001023366070.pdf,F-79331C037636CAC2A8A5,DEVELOPMENT,0.83,H1D10B_TEXT_ZIP,NOTA_DEBITO,OTRO_DOCUMENTO,Nota de débito Brinks.,False,,NOTA_DEBITO,"[{""DocumentType"": ""NOTA_DEBITO"", ""Alias"": ""NOTADEDEBITO"", ""CanonicalLine"": ""ANOTADEDEBITO"", ""OriginalLine"": ""| A | NOTA DE DEBITO"", ""LineNumber"": 3, ""Position"": 1, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,| A | NOTA DE DEBITO,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000113,95735C704A056C5262DA20FE7E758F87FD840321023B07DBA3F31DBE3EC81B32,Z001023283734.pdf,F-E7D8FECE9F7765A9F440,DEVELOPMENT,0.86,H1D10B_TEXT_ZIP,OTRO_DOCUMENTO,OTRO_DOCUMENTO,"Liquidación/comprobante de servicios públicos, no factura.",False,,FACTURA,"[{""DocumentType"": ""FACTURA"", ""Alias"": ""FACTURA"", ""CanonicalLine"": ""FACTURAPORLOSSERVICIOSMENSUALESDEAGUAYCLOACAENSOPORTE"", ""OriginalLine"": ""factura por los servicios mensuales de agua y cloaca en soporte"", ""LineNumber"": 52, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,,NO_DECISION_SECONDARY_FACTURA,FACTURA_WITHOUT_STRONG_TITLE_STRUCTURE,factura por los servicios mensuales de agua y cloaca en soporte,True,OTHER_ADMIN_OR_GENERIC_DOCUMENT,LIKELY_SEMANTIC_OR_STRUCTURE,Comprender el tipo/intención documental más allá del conjunto actual de títulos fiscales explícitos.,
R000125,5BDCA8EC7A304793C5EE8E9427ED3E6CC403E6106B48E9E4D2CC2A1C0617FFFA,Z001023366900.pdf,F-99F7A3F5F30B759FC1BA,DEVELOPMENT,0.86,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Ignis.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTACREDITO"", ""CanonicalLine"": ""NOTACREDITODECREDITO001100000042"", ""OriginalLine"": ""Nota Crédito de crédito 001100000042"", ""LineNumber"": 7, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota Crédito de crédito 001100000042,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000123,CD62EF3902257F9D0D9EDFE7748D730B23A10FF66DAE8C736C7D48243599B816,Z001023366902.pdf,F-99F7A3F5F30B759FC1BA,DEVELOPMENT,0.87,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Ignis.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTACREDITO"", ""CanonicalLine"": ""NOTACREDITODECREDITO001100000044"", ""OriginalLine"": ""Nota Crédito de crédito 001100000044"", ""LineNumber"": 7, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota Crédito de crédito 001100000044,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000122,11AA4176F3F4A2CC86037046B472339888DABD214272917A6929C087593E9D8E,Z001023366869.pdf,F-99F7A3F5F30B759FC1BA,DEVELOPMENT,0.87,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Ignis.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTACREDITO"", ""CanonicalLine"": ""NOTACREDITODECREDITO001100000041"", ""OriginalLine"": ""Nota Crédito de crédito 001100000041"", ""LineNumber"": 7, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota Crédito de crédito 001100000041,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000041,7E5442F653047ED7FDC7F3F5E3FB0941703D5508A6DD880D65AEDF9336446D94,Z001023366901.pdf,F-99F7A3F5F30B759FC1BA,DEVELOPMENT,0.88,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Ignis.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTACREDITO"", ""CanonicalLine"": ""NOTACREDITODECREDITO001100000043"", ""OriginalLine"": ""Nota Crédito de crédito 001100000043"", ""LineNumber"": 7, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota Crédito de crédito 001100000043,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
R000072,DFF48C510D245E37107896A84C68B189734A153B5B6020E732475431F6B088CB,Z001023366868.pdf,F-99F7A3F5F30B759FC1BA,DEVELOPMENT,0.87,H1D10B_TEXT_ZIP,NOTA_CREDITO,OTRO_DOCUMENTO,Nota de crédito Ignis.,False,,NOTA_CREDITO,"[{""DocumentType"": ""NOTA_CREDITO"", ""Alias"": ""NOTACREDITO"", ""CanonicalLine"": ""NOTACREDITODECREDITO001100000040"", ""OriginalLine"": ""Nota Crédito de crédito 001100000040"", ""LineNumber"": 7, ""Position"": 0, ""Reason"": ""CANONICAL_TITLE_ALIAS""}]",,OTRO_DOCUMENTO,SPECIFIC_TITLE_PRECEDENCE,NOT_APPLICABLE,Nota Crédito de crédito 001100000040,False,RESOLVED_DETERMINISTIC,NOT_APPLICABLE,,True
