Sha256,Label,GroupId,Split,PhysicalFormat,MdocExecuted,MdocHasUsefulText,MdocTextLen,MdocAlphanumeric,MdocLetters,MdocUsefulWords,MdocNul,MdocControl,MdocReplacement,MdocPrintableRatio,MdocSpaceRatio,MdocTokens,MdocSingleCharTokens,MdocSingleCharTokenRatio,MdocLongTokenCount,MdocFailureReason,MdocClassification,MdocMethod,MdocConfidence,MdocReason,OcrExecuted,OcrSuccess,OcrHasUsefulText,OcrTextLen,OcrAlphanumeric,OcrLetters,OcrUsefulWords,OcrMeanConfidence,OcrImagesProcessed,RasterPageCount,RasterDurationMs,OcrDurationMs,OcrHeaderUsed,OcrHeaderDurationMs,OcrLimitExceeded,OcrStructuralFailure,OcrSystemFailure,OcrFailureReason,OcrClassification,OcrMethod,OcrConfidence,OcrReason,QrDetected,QrValid,TipoComprobanteArca,QrMdocClassification,QrMdocMethod,QrMdocConfidence,QrMdocReason,QrOcrClassification,QrOcrMethod,QrOcrConfidence,QrOcrReason,ProblemFlags
"F6112D3A8671D063327C69FBA50410F72448E6DA21C4C8A6AFCFC3F883CE84A4","NO_DOCUMENTO","mapas-viajes","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","false","6","0","0","0","0.95","2","0","0","82","true","27","false","false","false","","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","","","","","","","","",""
"131E45D3DC803E82CB78E212E95C4E289E840BF38F309CC9E631F8D3F0668D7B","NO_DOCUMENTO","publicidad-ezdrummer","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","false","17","6","6","1","0.64","2","0","0","81","true","27","false","false","false","","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","","","","","","","","",""
"398257AA42671A521BDE2ED73A1695CCE3819975D25652CA5F06383773E842EE","NO_DOCUMENTO","publicidad-guia","VALIDATION","JPEG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","false","6","0","0","0","0.95","2","0","0","239","true","39","false","false","false","","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","","","","","","","","",""
"5EAC3DD7134262EC7667AFFD27336A78CCB94C616157B186FF964556F9635BB7","NO_DOCUMENTO","publicidad-samsung-galaxy","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","2871","2216","2175","407","0.87","2","0","0","1645","true","108","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"DFB5D9B1FC4775F72C0526C008E7C7438380A66D13114E8C65F3FAC5F942FFA3","NO_DOCUMENTO","publicidad-websupergoo","TRAIN","JPEG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","false","20","11","11","1","0.88","2","0","0","70","true","27","false","false","false","","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","","","","","","","","",""
"2D246A2651752808442383D814C806437999B4C22FD2E77D18BEDAF2AC6786AB","OTRO_DOCUMENTO","comprobante-pago-bancario","TEST","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","121","81","81","14","0.82","1","0","0","99","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como COMPROBANTE DE PAGO.","false","false","","","","","","","","","",""
"2CDC2802080A93C44CC6959AF2AC254546F4652B24A22C9B75546BEDFDB0A3EA","OTRO_DOCUMENTO","credencial","TRAIN","PDF","true","true","754","603","549","85","0","0","0","1","0.151194","105","7","0.066667","0","","DESCARTAR","PDF_TEXTO","","Documento identificado como CREDENCIAL DE PAGO.","true","true","true","721","578","539","83","0.91","1","1","410","870","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como CREDENCIAL DE PAGO.","false","false","","DESCARTAR","PDF_TEXTO","","Documento identificado como CREDENCIAL DE PAGO.","DESCARTAR","OCR","","Documento identificado como CREDENCIAL DE PAGO.",""
"999FBF2C511BEF61577E45BE48F034B1AABDC5692AEB747159BD61CF408F6BB4","OTRO_DOCUMENTO","orden-compra","VALIDATION","PDF","true","true","580","282","226","65","0","0","0","1","0.467241","194","110","0.56701","0","","DESCARTAR","PDF_TEXTO","","Documento identificado como ORDEN DE COMPRA.","true","true","true","373","282","225","42","0.93","1","1","396","639","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como ORDEN DE COMPRA.","false","false","","DESCARTAR","PDF_TEXTO","","Documento identificado como ORDEN DE COMPRA.","DESCARTAR","OCR","","Documento identificado como ORDEN DE COMPRA.","MDOC_DEGRADADO"
"7D6906456FD818CCF677B46E7E09A4F9EE6932CEE5AF8FED0DC9CD4D2D7EEE75","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","JPEG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","322","202","183","36","0.58","2","0","0","452","true","72","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"AD4F901A339BA7D979DDC8D72FDF48CF5AEA068CE8B78E0A68DB02659CBB784D","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","197","91","87","23","0.53","2","0","0","221","true","34","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"DA7DB06022306B8142F9D0179BDE36BFE71E64CEC4A2D7E10FCCE5D2FDBC7C97","OTRO_DOCUMENTO","otro-aviso-cheque-rechazado-banco-patagonia","TRAIN","JPEG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","false","false","0","0","0","0","0","0","0","0","0","false","0","false","false","false","La imagen supera el límite de píxeles para OCR.","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","","","","","","","","","OCR_NO_DISPONIBLE"
"3E354C1E6A7CB85C4D523AC1B7741EC6E1D498440C0B1FFF531DD3B50320AB78","OTRO_DOCUMENTO","otro-captura-monotributo-pago","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","200","154","112","20","0.95","2","0","0","207","true","31","false","false","false","","REVISAR","OCR","55","Factura explícita con señales fiscales insuficientes.","false","false","","","","","","","","","",""
"50D0A84325CDCF665E473A3E3D0F62F86079E2DCFEF4AE4E4BE0D2A776C0AF97","OTRO_DOCUMENTO","otro-captura-ticket-acceso","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","740","607","597","102","0.92","2","0","0","394","true","57","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"02523B356AEC13D925C44F336DDAABE81215EE01EE8BCBDEBFC6714A37D55A28","OTRO_DOCUMENTO","otro-confirmacion-compra-web","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","337","211","185","33","0.62","2","0","0","269","true","43","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"AF9E13927BD6123DA16DE0369AA7435A2892D4D71E8A0B3863F85C6A5E30455A","OTRO_DOCUMENTO","otro-correo-reenvio-factura","TRAIN","PDF","true","true","3969","618","580","0","782","1863","0","0.530612","0.333333","1323","618","0.46712","0","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","1142","889","805","148","0.89","2","1","428","1169","true","91","false","false","false","","REVISAR","OCR","55","Factura explícita con señales fiscales insuficientes.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","55","Factura explícita con señales fiscales insuficientes.","MDOC_DEGRADADO"
"70943A213A862A315DB451BAFBADDBFE5C0E45D694BF40FD8E5430FF47A032BA","OTRO_DOCUMENTO","otro-impuesto-inmobiliario-rawson","TEST","PDF","true","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","REVISAR","PDF_SIN_TEXTO","","Requiere OCR futuro.","false","false","false","0","0","0","0","0","0","1","1064","0","false","0","true","false","false","Una página rasterizada supera el límite de píxeles OCR.","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","REVISAR","PDF_SIN_TEXTO","","Requiere OCR futuro.","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","OCR_LIMITE"
"28FCC8808B0DEE25A850B6F4C5063E17FB94B3CB194917E84422E9F2A8C111A5","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","TRAIN","PDF","true","true","10417","5515","4075","999","59","915","0","0.912163","0.222521","2031","698","0.343673","7","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","961","753","664","113","0.92","2","1","408","1113","true","147","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","MDOC_DEGRADADO"
"CA4B144974CDD331E904D3646E7F74FDAE6502B6CCDA4A0B4845C2FA9E2F6DB8","OTRO_DOCUMENTO","otro-instruccion-transferencia-banco-patagonia","TRAIN","PDF","true","true","9920","5239","3850","952","54","927","0","0.906552","0.221472","1943","621","0.319609","6","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","929","727","636","107","0.91","2","1","410","1065","true","142","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","MDOC_DEGRADADO"
"40D282AFE8457677E743468F7D7EDAAA8FEEDB38D7458D01304953DA8E2E5BE4","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","208","148","128","19","0.57","2","0","0","172","true","35","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"675F30D09450E3C2A33AD99C4DC69C108D812EF861FD47858519F8A9913464E3","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","488","351","334","62","0.54","2","0","0","323","true","51","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"9B103DB594C0BEE038C97560216C9623601B0050584D5946910513AC662DCE6F","OTRO_DOCUMENTO","otro-liquidaciones-comercios-banco-patagonia","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","654","507","456","84","0.46","2","0","0","311","true","35","false","false","false","","REVISAR","OCR","45","Se detectaron 3 señales fiscales sin tipo de factura explícito.","false","false","","","","","","","","","",""
"6DB7AD704B49BFC71197B65C40C94E926183B498F4CFEB7553FAE26B2BC534A3","OTRO_DOCUMENTO","otro-nota-credito-electronica-edi-00002-00000001","TRAIN","PDF","true","true","1730","1336","1055","183","0","0","0","1","0.16185","254","14","0.055118","0","","DESCARTAR","PDF_TEXTO","","Documento identificado como NOTA DE CREDITO.","true","true","true","2073","1312","1050","184","0.91","1","1","457","1507","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como NOTA DE CREDITO.","false","false","","DESCARTAR","PDF_TEXTO","","Documento identificado como NOTA DE CREDITO.","DESCARTAR","OCR","","Documento identificado como NOTA DE CREDITO.",""
"1C4DB25AAC0A169B26D121DF0992AB546E8D487A74FD1E45FDEF3490F3708601","OTRO_DOCUMENTO","otro-nota-credito-fiel","TRAIN","PDF","true","true","864","74","22","0","288","430","0","0.502315","0.333333","288","74","0.256944","0","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","1128","826","589","99","0.85","2","1","758","1489","true","194","false","false","false","","REVISAR","OCR","55","Factura explícita con señales fiscales insuficientes.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","55","Factura explícita con señales fiscales insuficientes.","MDOC_DEGRADADO"
"382662294B57C459DB9F1231FE0503A77176D130F8EA1BFB709132C3115F1A49","OTRO_DOCUMENTO","otro-recibo-c","VALIDATION","PDF","true","true","3825","3027","2562","468","0","0","0","1","0.152941","573","15","0.026178","0","","DESCARTAR","PDF_TEXTO","","Documento identificado como RECIBO.","true","true","true","4188","3147","2682","486","0.91","3","3","1308","3717","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como RECIBO.","true","true","15","DESCARTAR","QR_ARCA","98","El tipo de comprobante informado por el QR ARCA no corresponde a una factura.","DESCARTAR","QR_ARCA","98","El tipo de comprobante informado por el QR ARCA no corresponde a una factura.",""
"4C4A524F6C4F42DB654184D20C435FAAFCACA3F08AE9CF313F55ED571DDEAFE3","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","TRAIN","PDF","true","true","473","360","298","55","0","0","0","1","0.169133","80","9","0.1125","0","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","506","390","316","50","0.93","2","1","112","430","true","49","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.",""
"D86F134415A04E0606A287E30878EC7914E9DF74B3B4C92B1EF28FD94B366E94","OTRO_DOCUMENTO","otro-resumen-costo-trayecto-cabify","TRAIN","PDF","true","true","503","378","315","61","0","0","0","1","0.176938","89","10","0.11236","0","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","true","true","true","534","408","333","53","0.92","2","1","113","445","true","50","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.",""
"4CB36B9488EDCAA6B27FEF1B0A3524525E14E115CF2045F118B032995E653587","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","TRAIN","PDF","true","true","17689","7087","6134","1080","0","0","0","1","0.49511","1340","62","0.046269","10","","DESCARTAR","PDF_TEXTO","","Documento identificado como RESUMEN DE OPERACIONES.","true","true","true","13683","10824","9683","1729","0.925","4","4","1665","9123","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como RESUMEN DE OPERACIONES.","false","false","","DESCARTAR","PDF_TEXTO","","Documento identificado como RESUMEN DE OPERACIONES.","DESCARTAR","OCR","","Documento identificado como RESUMEN DE OPERACIONES.","MDOC_DEGRADADO"
"720D554E1CE7B5F36A27E8EB9E0C446EDD580DD15E0AAB7C46E8EB12BE170C51","OTRO_DOCUMENTO","otro-resumen-operaciones-banco-comafi","TRAIN","PDF","true","true","13433","4416","3769","660","0","0","0","1","0.557433","798","44","0.055138","10","","DESCARTAR","PDF_TEXTO","","Documento identificado como NOTA DE CREDITO.","true","true","true","9065","7283","6482","1152","0.923333","3","3","1202","6133","false","0","false","false","false","","DESCARTAR","OCR","","Documento identificado como NOTA DE CREDITO.","false","false","","DESCARTAR","PDF_TEXTO","","Documento identificado como NOTA DE CREDITO.","DESCARTAR","OCR","","Documento identificado como NOTA DE CREDITO.","MDOC_DEGRADADO"
"83C37B5C6E92C9515F9456960E62208CEF94E5985871436E4E5464233C0EA6A0","OTRO_DOCUMENTO","otro-resumen-tarjeta-visa","VALIDATION","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","466","339","244","45","0.75","2","0","0","246","true","32","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
"31371F0EA09BFB13ECAECD39B9C36CF70E4662CB0E31F2ABE26B8E74402003F5","OTRO_DOCUMENTO","otro-solicitud-nota-credito-banco-patagonia","TEST","PDF","true","true","25827","5277","4888","0","7758","11076","0","0.571146","0.334843","8609","5277","0.612963","0","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","false","0","0","0","0","0","0","8","0","0","false","0","true","false","false","El PDF supera el límite de páginas OCR.","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","false","false","","REVISAR","PDF_TEXTO_NO_CONCLUYENTE","","El texto obtenido no permite clasificar el documento con seguridad.","REVISAR","OCR_NO_CONCLUYENTE","","El OCR no produjo texto utilizable para clasificar el documento.","MDOC_DEGRADADO;OCR_LIMITE"
"35784F288939B0D8F196CB8646314FE710549A870D08E33C8E974D21EABBA0D1","OTRO_DOCUMENTO","otro-ticket-servicio-cold","TRAIN","PNG","false","false","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","true","true","true","526","419","378","62","0.88","2","0","0","276","true","28","false","false","false","","REVISAR","OCR","","El texto obtenido no permite clasificar el documento con seguridad.","false","false","","","","","","","","","",""
